-0.29701,-0.500296,3.4571,0.297571,0.531295,-3.46859,-0.113491
-1.57124,-0.805717,-1.07059,1.56809,0.812607,1.0711,-0.0826969
-0.25392,0.369411,-0.435905,0.253526,-0.368763,0.434758,-0.0568667
0.18171,-0.835893,-0.364581,-0.181929,0.831533,0.365614,-0.11244
0.0775121,0.428799,-0.503048,-0.0776043,-0.428909,0.502157,-0.0545322
0.327211,-0.364009,-0.603257,-0.326473,0.359873,0.605481,-0.0720617
1.34233,1.36041,-0.167185,-1.34022,-1.36941,0.167675,-0.0659999
6.36375,4.65179,-3.01159,-6.36294,-4.66148,3.00768,-0.0971594
0.166958,-0.0998541,-0.1946,-0.167256,0.100788,0.193167,-0.039256
0.299155,-0.157416,-0.0706025,-0.299273,0.157893,0.0692672,-0.0405021
0.130827,-0.253491,-0.258847,-0.13133,0.255292,0.257355,-0.0335293
0.115184,-0.246112,-0.248484,-0.115686,0.247914,0.24697,-0.0337996
0.107711,-0.225325,-0.218966,-0.108176,0.227061,0.21739,-0.0337355
0.0333152,-0.0878339,-0.00579733,-0.0335471,0.0890157,0.00392312,-0.0367379
0.27223,-0.608948,-0.748106,-0.273342,0.611812,0.74767,-0.0348924
0.235403,-0.51346,-0.617294,-0.236351,0.516038,0.616575,-0.0344757
0.215701,-0.460759,-0.54392,-0.216557,0.463176,0.543042,-0.0342194
0.230006,-0.507778,-0.609147,-0.230948,0.510346,0.60841,-0.0345005
0.222772,-0.47327,-0.561688,-0.223649,0.475721,0.560849,-0.0342442
-0.011345,-0.0809097,-0.084872,0.0110071,0.0823546,0.0829926,-0.0357048
0.0216979,-0.0767166,-0.0408006,-0.0219592,0.0780741,0.0388278,-0.0340961
-0.172167,0.380054,-0.280258,0.171925,-0.37978,0.278866,-0.0541489
-0.0460805,0.00638074,0.0439585,0.0458994,-0.00523263,-0.0460845,-0.035886
0.163384,-0.314695,-0.347636,-0.16399,0.316669,0.34633,-0.033603
0.179118,-0.366038,-0.417519,-0.179815,0.368173,0.416365,-0.0338803
0.204,-0.406953,-0.471604,-0.204756,0.409191,0.470569,-0.0338541
0.270112,-0.601022,-0.737247,-0.27121,0.60386,0.736788,-0.0348413
0.206807,-0.40622,-0.470423,-0.207561,0.408449,0.469386,-0.0337935
0.0122027,-0.0761912,-0.088504,-0.0125226,0.0775289,0.0866684,-0.0362306
0.137622,-0.262505,-0.271369,-0.138138,0.264328,0.269904,-0.0334843
0.137038,-0.252509,-0.257524,-0.137535,0.254295,0.256028,-0.0333487
0.1982,-0.389036,-0.446674,-0.198926,0.391218,0.445587,-0.0337558
0.245427,-0.519766,-0.626216,-0.246379,0.522346,0.625517,-0.0343789
0.272975,-0.608396,-0.747453,-0.274085,0.611255,0.747017,-0.0348755
0.213262,-0.447887,-0.526387,-0.214095,0.450262,0.525471,-0.0341271
0.246927,-0.540025,-0.653179,-0.247919,0.542678,0.652539,-0.0345611
0.172746,-0.358037,-0.401535,-0.173427,0.360151,0.400349,-0.0338358
0.0424336,-0.133547,-0.084702,-0.0427594,0.135067,0.0828381,-0.0337887
-0.0898491,-0.0357209,0.0895041,0.0896429,0.0370297,-0.0916326,-0.0369476
0.203851,-0.432922,-0.504798,-0.20466,0.435259,0.503836,-0.0341156
0.277421,-0.631471,-0.778455,-0.278573,0.634409,0.778085,-0.0350411
0.129315,-0.263784,-0.270129,-0.129838,0.265629,0.268658,-0.0335656
0.120717,-0.249356,-0.252725,-0.12122,0.251164,0.251216,-0.0336189
-0.147505,0.0495095,0.181282,0.147396,-0.0484955,-0.183511,-0.0400839
-7.56157,13.4469,-14.3657,7.52855,-13.3939,14.3731,-0.0207313
